timestamp,Generation(kWh)_1,Usage(kWh)_1,Generation(kVarh)_1,Usage(kVarh)_1
2022-10-01 15:15:00+00:00,0.0,25.344,0.0,4.48
2022-10-01 15:30:00+00:00,0.0,25.552,0.0,4.96
2022-10-01 15:45:00+00:00,0.0,25.424,0.0,4.816
2022-10-01 16:00:00+00:00,0.0,25.008,0.0,4.88
2022-10-01 16:15:00+00:00,0.0,25.104,0.0,5.072
2022-10-01 16:30:00+00:00,0.0,24.944,0.0,4.72
2022-10-01 16:45:00+00:00,0.0,25.776,0.0,5.024
2022-10-01 17:00:00+00:00,0.0,26.256,0.0,4.72
2022-10-01 17:15:00+00:00,0.0,24.464,0.0,4.72
2022-10-01 17:30:00+00:00,0.0,25.328,0.0,4.816
2022-10-01 17:45:00+00:00,0.0,25.28,0.0,4.72
2022-10-01 18:00:00+00:00,0.0,24.784,0.0,4.832
2022-10-01 18:15:00+00:00,0.0,23.808,0.0,4.912
2022-10-01 18:30:00+00:00,0.0,26.096,0.0,4.88
2022-10-01 18:45:00+00:00,0.0,25.92,0.0,5.28
2022-10-01 19:00:00+00:00,0.0,25.696,0.0,5.12
2022-10-01 19:15:00+00:00,0.0,24.784,0.0,4.992
2022-10-01 19:30:00+00:00,0.0,25.888,0.0,4.928
2022-10-01 19:45:00+00:00,0.0,25.184,0.0,4.656
2022-10-01 20:00:00+00:00,0.0,24.976,0.0,4.576
2022-10-01 20:15:00+00:00,0.0,24.448,0.0,4.976
2022-10-01 20:30:00+00:00,0.0,23.904,0.0,3.92
2022-10-01 20:45:00+00:00,0.0,24.368,0.0,4.352
2022-10-01 21:00:00+00:00,0.0,24.608,0.0,4.464
2022-10-01 21:15:00+00:00,0.0,21.68,0.0,5.28
2022-10-01 21:30:00+00:00,0.0,18.976,0.0,4.736
2022-10-01 21:45:00+00:00,0.0,19.872,0.0,5.568
2022-10-01 22:00:00+00:00,0.0,17.488,0.0,4.928
2022-10-01 22:15:00+00:00,0.0,15.712,0.0,4.464
2022-10-01 22:30:00+00:00,0.0,16.176,0.0,4.992
2022-10-01 22:45:00+00:00,0.0,14.624,0.0,4.368
2022-10-01 23:00:00+00:00,0.0,13.776,0.0,4.512
2022-10-01 23:15:00+00:00,0.0,14.688,0.0,5.168
2022-10-01 23:30:00+00:00,0.0,15.648,0.0,4.88
2022-10-01 23:45:00+00:00,0.0,14.464,0.0,4.88
2022-10-02 00:00:00+00:00,0.0,12.8,0.0,5.104
2022-10-02 00:15:00+00:00,0.0,14.08,0.0,5.008
2022-10-02 00:30:00+00:00,0.0,15.296,0.0,5.424
2022-10-02 00:45:00+00:00,0.0,13.232,0.0,5.232
2022-10-02 01:00:00+00:00,0.0,13.12,0.0,5.712
2022-10-02 01:15:00+00:00,0.0,12.896,0.0,5.248
2022-10-02 01:30:00+00:00,0.0,12.192,0.0,5.488
2022-10-02 01:45:00+00:00,0.0,13.264,0.0,5.696
2022-10-02 02:00:00+00:00,0.0,13.648,0.0,5.472
2022-10-02 02:15:00+00:00,0.0,13.12,0.0,5.776
2022-10-02 02:30:00+00:00,0.0,13.248,0.0,5.824
2022-10-02 02:45:00+00:00,0.0,18.0,0.0,5.632
2022-10-02 03:00:00+00:00,0.0,18.752,0.0,5.792
2022-10-02 03:15:00+00:00,0.0,17.024,0.0,5.264
2022-10-02 03:30:00+00:00,0.0,16.656,0.0,5.92
2022-10-02 03:45:00+00:00,0.0,14.832,0.0,5.44
2022-10-02 04:00:00+00:00,0.0,18.272,0.0,6.112
2022-10-02 04:15:00+00:00,0.0,15.392,0.0,5.52
2022-10-02 04:30:00+00:00,0.0,14.704,0.0,6.0
2022-10-02 04:45:00+00:00,0.0,13.456,0.0,5.52
2022-10-02 05:00:00+00:00,0.0,16.048,0.0,6.176
